RUN	viade.Simulation2	simulation2	1588098788825	Miscelanea with 50 users at once	3.3.1
REQUEST	16		auth-buttons.js	1588098790600	1588098791451	OK	 
REQUEST	16		bootstrap.min.css	1588098790599	1588098791484	OK	 
REQUEST	13		auth-buttons.js	1588098791114	1588098791493	OK	 
REQUEST	7		request_0 Redirect 1	1588098790152	1588098791494	OK	 
REQUEST	23		request_0 Redirect 1	1588098790149	1588098791499	OK	 
REQUEST	13		solid.css	1588098791113	1588098791507	OK	 
REQUEST	47		solid-auth-client.bundle.js	1588098790341	1588098791508	OK	 
REQUEST	24		solid-auth-client.bundle.js	1588098790341	1588098791522	OK	 
REQUEST	39		solid-auth-client.bundle.js	1588098790396	1588098791532	OK	 
REQUEST	40		request_0 Redirect 1	1588098790163	1588098791555	OK	 
REQUEST	42		solid.css	1588098791368	1588098791558	OK	 
REQUEST	42		auth-buttons.js	1588098791369	1588098791570	OK	 
REQUEST	13		bootstrap.min.css	1588098791113	1588098791574	OK	 
REQUEST	42		bootstrap.min.css	1588098791368	1588098791590	OK	 
REQUEST	13		solid-auth-client.bundle.js	1588098791114	1588098791599	OK	 
REQUEST	16		solid-auth-client.bundle.js	1588098790599	1588098791600	OK	 
REQUEST	1		solid-auth-client.bundle.js	1588098790454	1588098791605	OK	 
REQUEST	7		bootstrap.min.css	1588098791496	1588098791643	OK	 
REQUEST	23		solid.css	1588098791501	1588098791657	OK	 
REQUEST	29		request_0 Redirect 1	1588098790164	1588098791660	OK	 
REQUEST	23		bootstrap.min.css	1588098791501	1588098791680	OK	 
REQUEST	23		auth-buttons.js	1588098791502	1588098791684	OK	 
REQUEST	7		solid.css	1588098791496	1588098791687	OK	 
REQUEST	42		solid-auth-client.bundle.js	1588098791369	1588098791689	OK	 
REQUEST	7		auth-buttons.js	1588098791497	1588098791703	OK	 
REQUEST	40		bootstrap.min.css	1588098791557	1588098791721	OK	 
REQUEST	40		auth-buttons.js	1588098791558	1588098791722	OK	 
REQUEST	40		solid.css	1588098791557	1588098791750	OK	 
REQUEST	35		request_0 Redirect 1	1588098790181	1588098791793	OK	 
REQUEST	30		request_0 Redirect 1	1588098790181	1588098791797	OK	 
REQUEST	7		solid-auth-client.bundle.js	1588098791497	1588098791816	OK	 
REQUEST	29		bootstrap.min.css	1588098791662	1588098791825	OK	 
REQUEST	29		auth-buttons.js	1588098791663	1588098791838	OK	 
REQUEST	29		solid.css	1588098791663	1588098791840	OK	 
REQUEST	23		solid-auth-client.bundle.js	1588098791502	1588098791857	OK	 
REQUEST	40		solid-auth-client.bundle.js	1588098791558	1588098791920	OK	 
REQUEST	35		bootstrap.min.css	1588098791796	1588098791941	OK	 
REQUEST	30		bootstrap.min.css	1588098791798	1588098791948	OK	 
REQUEST	29		solid-auth-client.bundle.js	1588098791663	1588098791954	OK	 
REQUEST	35		solid.css	1588098791796	1588098791974	OK	 
REQUEST	30		solid.css	1588098791799	1588098791981	OK	 
REQUEST	35		auth-buttons.js	1588098791797	1588098791994	OK	 
REQUEST	30		auth-buttons.js	1588098791800	1588098792008	OK	 
REQUEST	30		solid-auth-client.bundle.js	1588098791799	1588098792077	OK	 
REQUEST	35		solid-auth-client.bundle.js	1588098791797	1588098792118	OK	 
REQUEST	49		request_0 Redirect 1	1588098790198	1588098792131	OK	 
REQUEST	43		request_0 Redirect 1	1588098790197	1588098792143	OK	 
REQUEST	12		request_0 Redirect 1	1588098790200	1588098792148	OK	 
REQUEST	21		request_0 Redirect 1	1588098790212	1588098792158	OK	 
REQUEST	37		request_0 Redirect 1	1588098790198	1588098792161	OK	 
REQUEST	17		request_0 Redirect 1	1588098790208	1588098792172	OK	 
REQUEST	49		bootstrap.min.css	1588098792132	1588098792300	OK	 
REQUEST	43		bootstrap.min.css	1588098792146	1588098792311	OK	 
REQUEST	21		bootstrap.min.css	1588098792159	1588098792330	OK	 
REQUEST	12		bootstrap.min.css	1588098792149	1588098792335	OK	 
REQUEST	37		bootstrap.min.css	1588098792163	1588098792343	OK	 
REQUEST	17		bootstrap.min.css	1588098792173	1588098792359	OK	 
REQUEST	49		solid.css	1588098792133	1588098792428	OK	 
REQUEST	49		auth-buttons.js	1588098792133	1588098792474	OK	 
REQUEST	9		request_0 Redirect 1	1588098790227	1588098792474	OK	 
REQUEST	19		request_0 Redirect 1	1588098790239	1588098792484	OK	 
REQUEST	43		solid.css	1588098792146	1588098792488	OK	 
REQUEST	21		solid.css	1588098792159	1588098792489	OK	 
REQUEST	12		solid.css	1588098792150	1588098792492	OK	 
REQUEST	43		auth-buttons.js	1588098792147	1588098792559	OK	 
REQUEST	21		auth-buttons.js	1588098792160	1588098792604	OK	 
REQUEST	12		solid-auth-client.bundle.js	1588098792150	1588098792620	OK	 
REQUEST	43		solid-auth-client.bundle.js	1588098792147	1588098792628	OK	 
REQUEST	37		auth-buttons.js	1588098792164	1588098792627	OK	 
REQUEST	37		solid.css	1588098792163	1588098792628	OK	 
REQUEST	17		solid.css	1588098792174	1588098792632	OK	 
REQUEST	12		auth-buttons.js	1588098792150	1588098792634	OK	 
REQUEST	17		auth-buttons.js	1588098792174	1588098792634	OK	 
REQUEST	9		solid.css	1588098792477	1588098792688	OK	 
REQUEST	19		solid.css	1588098792486	1588098792699	OK	 
REQUEST	9		auth-buttons.js	1588098792478	1588098792707	OK	 
REQUEST	37		solid-auth-client.bundle.js	1588098792164	1588098792708	OK	 
REQUEST	19		auth-buttons.js	1588098792487	1588098792713	OK	 
REQUEST	49		solid-auth-client.bundle.js	1588098792133	1588098792740	OK	 
REQUEST	24		request_1	1588098792532	1588098792742	OK	 
REQUEST	47		request_1	1588098792521	1588098792768	OK	 
REQUEST	21		solid-auth-client.bundle.js	1588098792160	1588098792769	OK	 
REQUEST	17		solid-auth-client.bundle.js	1588098792174	1588098792774	OK	 
REQUEST	16		request_1	1588098792616	1588098792778	OK	 
REQUEST	9		bootstrap.min.css	1588098792476	1588098792783	OK	 
REQUEST	19		bootstrap.min.css	1588098792486	1588098792784	OK	 
REQUEST	39		request_1	1588098792554	1588098792789	OK	 
REQUEST	1		request_1	1588098792621	1588098792790	OK	 
REQUEST	13		request_1	1588098792616	1588098792823	OK	 
REQUEST	9		solid-auth-client.bundle.js	1588098792477	1588098792842	OK	 
REQUEST	19		solid-auth-client.bundle.js	1588098792487	1588098792877	OK	 
REQUEST	42		request_1	1588098792701	1588098792931	OK	 
REQUEST	7		request_1	1588098792834	1588098793037	OK	 
REQUEST	23		request_1	1588098792875	1588098793048	OK	 
REQUEST	40		request_1	1588098792933	1588098793093	OK	 
REQUEST	29		request_1	1588098792975	1588098793138	OK	 
REQUEST	30		request_1	1588098793092	1588098793242	OK	 
REQUEST	35		request_1	1588098793133	1588098793280	OK	 
REQUEST	32		request_0 Redirect 1	1588098790154	1588098793493	OK	 
REQUEST	32		bootstrap.min.css	1588098793494	1588098793646	OK	 
REQUEST	32		solid.css	1588098793494	1588098793693	OK	 
REQUEST	32		auth-buttons.js	1588098793495	1588098793705	OK	 
REQUEST	4		request_0 Redirect 1	1588098790181	1588098793796	OK	 
REQUEST	2		request_0 Redirect 1	1588098790184	1588098793797	OK	 
REQUEST	32		solid-auth-client.bundle.js	1588098793495	1588098793800	OK	 
REQUEST	24		request_2	1588098793751	1588098793804	OK	 
REQUEST	43		request_1	1588098793641	1588098793807	OK	 
REQUEST	39		request_2	1588098793772	1588098793818	OK	 
REQUEST	47		request_2	1588098793772	1588098793822	OK	 
REQUEST	16		request_2	1588098793782	1588098793829	OK	 
REQUEST	12		request_1	1588098793651	1588098793834	OK	 
REQUEST	1		request_2	1588098793803	1588098793852	OK	 
REQUEST	24		request_2 Redirect 1	1588098793805	1588098793897	OK	 
REQUEST	37		request_1	1588098793725	1588098793915	OK	 
REQUEST	49		request_1	1588098793751	1588098793923	OK	 
REQUEST	39		request_2 Redirect 1	1588098793819	1588098793935	OK	 
REQUEST	47		request_2 Redirect 1	1588098793822	1588098793944	OK	 
REQUEST	4		bootstrap.min.css	1588098793797	1588098793945	OK	 
REQUEST	13		request_2	1588098793835	1588098793948	OK	 
REQUEST	2		bootstrap.min.css	1588098793799	1588098793952	OK	 
REQUEST	21		request_1	1588098793782	1588098793966	OK	 
REQUEST	16		request_2 Redirect 1	1588098793829	1588098793971	OK	 
REQUEST	17		request_1	1588098793782	1588098793974	OK	 
REQUEST	24		solid.css	1588098793914	1588098793983	OK	 
REQUEST	39		solid.css	1588098793936	1588098793985	OK	 
REQUEST	2		auth-buttons.js	1588098793800	1588098793989	OK	 
REQUEST	24		bootstrap.min.css	1588098793914	1588098793990	OK	 
REQUEST	39		bootstrap.min.css	1588098793935	1588098793992	OK	 
REQUEST	1		request_2 Redirect 1	1588098793852	1588098793993	OK	 
REQUEST	47		solid.css	1588098793946	1588098793995	OK	 
REQUEST	47		bootstrap.min.css	1588098793945	1588098793996	OK	 
REQUEST	42		request_2	1588098793932	1588098793999	OK	 
REQUEST	4		solid.css	1588098793797	1588098794005	OK	 
REQUEST	13		request_2 Redirect 1	1588098793948	1588098794007	OK	 
REQUEST	16		solid.css	1588098793972	1588098794013	OK	 
REQUEST	2		solid.css	1588098793799	1588098794014	OK	 
REQUEST	16		bootstrap.min.css	1588098793971	1588098794017	OK	 
REQUEST	4		auth-buttons.js	1588098793798	1588098794033	OK	 
REQUEST	1		solid.css	1588098793993	1588098794036	OK	 
REQUEST	1		bootstrap.min.css	1588098793993	1588098794042	OK	 
REQUEST	13		solid.css	1588098794008	1588098794059	OK	 
REQUEST	13		bootstrap.min.css	1588098794008	1588098794060	OK	 
REQUEST	42		request_2 Redirect 1	1588098793999	1588098794060	OK	 
REQUEST	7		request_2	1588098794033	1588098794081	OK	 
REQUEST	9		request_1	1588098793851	1588098794096	OK	 
REQUEST	23		request_2	1588098794053	1588098794099	OK	 
REQUEST	42		bootstrap.min.css	1588098794061	1588098794106	OK	 
REQUEST	19		request_1	1588098793893	1588098794107	OK	 
REQUEST	42		solid.css	1588098794061	1588098794107	OK	 
REQUEST	2		solid-auth-client.bundle.js	1588098793799	1588098794127	OK	 
REQUEST	7		request_2 Redirect 1	1588098794081	1588098794146	OK	 
REQUEST	40		request_2	1588098794106	1588098794157	OK	 
REQUEST	4		solid-auth-client.bundle.js	1588098793798	1588098794160	OK	 
REQUEST	11		request_0 Redirect 1	1588098790210	1588098794162	OK	 
REQUEST	23		request_2 Redirect 1	1588098794100	1588098794162	OK	 
REQUEST	29		request_2	1588098794132	1588098794177	OK	 
REQUEST	48		request_0 Redirect 1	1588098790214	1588098794177	OK	 
REQUEST	7		solid.css	1588098794147	1588098794184	OK	 
REQUEST	7		bootstrap.min.css	1588098794147	1588098794191	OK	 
REQUEST	23		solid.css	1588098794163	1588098794200	OK	 
REQUEST	40		request_2 Redirect 1	1588098794157	1588098794218	OK	 
REQUEST	23		bootstrap.min.css	1588098794163	1588098794224	OK	 
REQUEST	29		request_2 Redirect 1	1588098794177	1588098794234	OK	 
REQUEST	40		solid.css	1588098794219	1588098794260	OK	 
REQUEST	40		bootstrap.min.css	1588098794219	1588098794271	OK	 
REQUEST	29		bootstrap.min.css	1588098794235	1588098794276	OK	 
REQUEST	29		solid.css	1588098794235	1588098794277	OK	 
REQUEST	30		request_2	1588098794254	1588098794299	OK	 
REQUEST	35		request_2	1588098794286	1588098794332	OK	 
REQUEST	11		solid.css	1588098794164	1588098794338	OK	 
REQUEST	48		auth-buttons.js	1588098794180	1588098794342	OK	 
REQUEST	11		bootstrap.min.css	1588098794163	1588098794357	OK	 
REQUEST	11		auth-buttons.js	1588098794164	1588098794364	OK	 
REQUEST	30		request_2 Redirect 1	1588098794299	1588098794366	OK	 
REQUEST	48		bootstrap.min.css	1588098794178	1588098794384	OK	 
REQUEST	48		solid.css	1588098794179	1588098794401	OK	 
REQUEST	35		request_2 Redirect 1	1588098794332	1588098794403	OK	 
REQUEST	30		solid.css	1588098794367	1588098794406	OK	 
REQUEST	30		bootstrap.min.css	1588098794367	1588098794408	OK	 
REQUEST	5		request_0 Redirect 1	1588098790227	1588098794439	OK	 
REQUEST	35		solid.css	1588098794404	1588098794440	OK	 
REQUEST	35		bootstrap.min.css	1588098794403	1588098794449	OK	 
REQUEST	33		request_0 Redirect 1	1588098790237	1588098794473	OK	 
REQUEST	20		request_0 Redirect 1	1588098790250	1588098794476	OK	 
REQUEST	11		solid-auth-client.bundle.js	1588098794164	1588098794501	OK	 
REQUEST	48		solid-auth-client.bundle.js	1588098794179	1588098794556	OK	 
REQUEST	5		bootstrap.min.css	1588098794441	1588098794648	OK	 
REQUEST	5		solid.css	1588098794441	1588098794652	OK	 
REQUEST	5		auth-buttons.js	1588098794443	1588098794654	OK	 
REQUEST	33		bootstrap.min.css	1588098794474	1588098794670	OK	 
REQUEST	20		bootstrap.min.css	1588098794477	1588098794670	OK	 
REQUEST	20		solid.css	1588098794478	1588098794673	OK	 
REQUEST	33		solid.css	1588098794474	1588098794677	OK	 
REQUEST	33		auth-buttons.js	1588098794475	1588098794685	OK	 
REQUEST	20		auth-buttons.js	1588098794479	1588098794704	OK	 
REQUEST	20		solid-auth-client.bundle.js	1588098794479	1588098794763	OK	 
REQUEST	5		solid-auth-client.bundle.js	1588098794442	1588098794779	OK	 
REQUEST	33		solid-auth-client.bundle.js	1588098794475	1588098794827	OK	 
REQUEST	43		request_2	1588098794814	1588098794862	OK	 
REQUEST	12		request_2	1588098794844	1588098794888	OK	 
REQUEST	43		request_2 Redirect 1	1588098794862	1588098794925	OK	 
REQUEST	12		request_2 Redirect 1	1588098794888	1588098794948	OK	 
REQUEST	37		request_2	1588098794911	1588098794955	OK	 
REQUEST	32		request_1	1588098794814	1588098794968	OK	 
REQUEST	43		solid.css	1588098794926	1588098794968	OK	 
REQUEST	43		bootstrap.min.css	1588098794925	1588098794969	OK	 
REQUEST	49		request_2	1588098794933	1588098794978	OK	 
REQUEST	12		solid.css	1588098794949	1588098794996	OK	 
REQUEST	12		bootstrap.min.css	1588098794949	1588098795000	OK	 
REQUEST	37		request_2 Redirect 1	1588098794955	1588098795013	OK	 
REQUEST	21		request_2	1588098794974	1588098795014	OK	 
REQUEST	49		request_2 Redirect 1	1588098794978	1588098795036	OK	 
REQUEST	17		request_2	1588098794995	1588098795048	OK	 
REQUEST	37		solid.css	1588098795014	1588098795321	OK	 
REQUEST	49		solid.css	1588098795037	1588098795321	OK	 
REQUEST	37		bootstrap.min.css	1588098795013	1588098795325	OK	 
REQUEST	49		bootstrap.min.css	1588098795037	1588098795332	OK	 
REQUEST	47		request_3	1588098794999	1588098795358	OK	 
REQUEST	24		request_3	1588098794999	1588098795371	OK	 
REQUEST	19		request_2	1588098795105	1588098796393	OK	 
REQUEST	9		request_2	1588098795116	1588098796403	OK	 
REQUEST	40		request_3	1588098795261	1588098796452	OK	 
REQUEST	39		request_3	1588098795006	1588098796455	OK	 
REQUEST	1		request_3	1588098795042	1588098796459	OK	 
REQUEST	7		request_3	1588098795195	1588098796462	OK	 
REQUEST	23		request_3	1588098795221	1588098796466	OK	 
REQUEST	13		request_3	1588098795053	1588098796466	OK	 
REQUEST	42		request_3	1588098795105	1588098796467	OK	 
REQUEST	16		request_3	1588098795022	1588098796496	OK	 
REQUEST	2		request_1	1588098795142	1588098796513	OK	 
REQUEST	47		request_3 Redirect 1	1588098795361	1588098796530	OK	 
REQUEST	24		request_3 Redirect 1	1588098795372	1588098796531	OK	 
REQUEST	4		request_1	1588098795174	1588098796563	OK	 
REQUEST	21		request_2 Redirect 1	1588098795014	1588098796577	OK	 
REQUEST	17		request_2 Redirect 1	1588098795048	1588098796578	OK	 
REQUEST	29		request_3	1588098795282	1588098797184	OK	 
REQUEST	32		request_2	1588098795975	1588098797379	OK	 
REQUEST	21		solid.css	1588098796578	1588098797388	OK	 
REQUEST	17		solid.css	1588098796579	1588098797396	OK	 
REQUEST	21		bootstrap.min.css	1588098796578	1588098797408	OK	 
REQUEST	17		bootstrap.min.css	1588098796578	1588098797409	OK	 
REQUEST	40		request_3 Redirect 1	1588098796453	1588098797409	OK	 
REQUEST	16		request_3 Redirect 1	1588098796496	1588098797410	OK	 
REQUEST	13		request_3 Redirect 1	1588098796466	1588098797411	OK	 
REQUEST	42		request_3 Redirect 1	1588098796468	1588098797411	OK	 
REQUEST	1		request_3 Redirect 1	1588098796460	1588098797419	OK	 
REQUEST	23		request_3 Redirect 1	1588098796466	1588098797419	OK	 
REQUEST	39		request_3 Redirect 1	1588098796455	1588098797420	OK	 
REQUEST	43		request_3	1588098795975	1588098797422	OK	 
REQUEST	7		request_3 Redirect 1	1588098796462	1588098797423	OK	 
REQUEST	30		request_3	1588098795406	1588098797424	OK	 
REQUEST	12		request_3	1588098795996	1588098797426	OK	 
REQUEST	37		request_3	1588098796331	1588098797426	OK	 
REQUEST	35		request_3	1588098795444	1588098797426	OK	 
REQUEST	29		request_3 Redirect 1	1588098797185	1588098797431	OK	 
REQUEST	49		request_3	1588098796331	1588098797432	OK	 
REQUEST	19		request_2 Redirect 1	1588098796394	1588098797433	OK	 
REQUEST	9		request_2 Redirect 1	1588098796404	1588098797434	OK	 
REQUEST	24		request_3 Redirect 2	1588098796532	1588098797479	OK	 
REQUEST	47		request_3 Redirect 2	1588098796530	1588098797485	OK	 
REQUEST	19		solid.css	1588098797434	1588098797499	OK	 
REQUEST	9		solid.css	1588098797434	1588098797499	OK	 
REQUEST	32		request_2 Redirect 1	1588098797379	1588098797507	OK	 
REQUEST	20		request_1	1588098795784	1588098797519	OK	 
REQUEST	33		request_1	1588098795845	1588098797525	OK	 
REQUEST	12		request_3 Redirect 1	1588098797426	1588098797525	OK	 
REQUEST	11		request_1	1588098795516	1588098797527	OK	 
REQUEST	43		request_3 Redirect 1	1588098797422	1588098797527	OK	 
REQUEST	5		request_1	1588098795794	1588098797531	OK	 
REQUEST	37		request_3 Redirect 1	1588098797426	1588098797532	OK	 
REQUEST	9		bootstrap.min.css	1588098797434	1588098797535	OK	 
REQUEST	35		request_3 Redirect 1	1588098797427	1588098797535	OK	 
REQUEST	48		request_1	1588098795562	1588098797538	OK	 
REQUEST	49		request_3 Redirect 1	1588098797433	1588098797540	OK	 
REQUEST	30		request_3 Redirect 1	1588098797424	1588098797546	OK	 
REQUEST	19		bootstrap.min.css	1588098797434	1588098797554	OK	 
REQUEST	40		request_3 Redirect 2	1588098797409	1588098797608	OK	 
REQUEST	32		solid.css	1588098797508	1588098797614	OK	 
REQUEST	16		request_3 Redirect 2	1588098797410	1588098797637	OK	 
REQUEST	42		request_3 Redirect 2	1588098797412	1588098797646	OK	 
REQUEST	13		request_3 Redirect 2	1588098797411	1588098797647	OK	 
REQUEST	23		request_3 Redirect 2	1588098797419	1588098797649	OK	 
REQUEST	39		request_3 Redirect 2	1588098797420	1588098797666	OK	 
REQUEST	7		request_3 Redirect 2	1588098797424	1588098797671	OK	 
REQUEST	1		request_3 Redirect 2	1588098797419	1588098797683	OK	 
REQUEST	32		bootstrap.min.css	1588098797507	1588098797712	OK	 
REQUEST	29		request_3 Redirect 2	1588098797432	1588098797738	OK	 
REQUEST	2		request_2	1588098797515	1588098797825	OK	 
REQUEST	4		request_2	1588098797572	1588098797855	OK	 
REQUEST	47		request_3 Redirect 3	1588098797485	1588098797862	OK	 
REQUEST	43		request_3 Redirect 2	1588098797528	1588098797920	OK	 
REQUEST	35		request_3 Redirect 2	1588098797535	1588098797922	OK	 
REQUEST	12		request_3 Redirect 2	1588098797526	1588098797926	OK	 
REQUEST	37		request_3 Redirect 2	1588098797533	1588098797944	OK	 
REQUEST	49		request_3 Redirect 2	1588098797540	1588098797947	OK	 
REQUEST	30		request_3 Redirect 2	1588098797546	1588098797952	OK	 
REQUEST	24		request_3 Redirect 3	1588098797479	1588098797957	OK	 
REQUEST	8		request_0 Redirect 1	1588098790177	1588098797960	OK	 
REQUEST	13		request_3 Redirect 3	1588098797648	1588098798017	OK	 
REQUEST	7		request_3 Redirect 3	1588098797672	1588098798042	OK	 
REQUEST	16		request_3 Redirect 3	1588098797638	1588098798045	OK	 
REQUEST	42		request_3 Redirect 3	1588098797647	1588098798046	OK	 
REQUEST	39		request_3 Redirect 3	1588098797667	1588098798047	OK	 
REQUEST	1		request_3 Redirect 3	1588098797684	1588098798058	OK	 
REQUEST	23		request_3 Redirect 3	1588098797650	1588098798062	OK	 
REQUEST	40		request_3 Redirect 3	1588098797608	1588098798065	OK	 
REQUEST	29		request_3 Redirect 3	1588098797739	1588098798086	OK	 
REQUEST	2		request_2 Redirect 1	1588098797825	1588098798135	OK	 
REQUEST	4		request_2 Redirect 1	1588098797856	1588098798142	OK	 
REQUEST	2		solid.css	1588098798135	1588098798186	OK	 
REQUEST	4		solid.css	1588098798143	1588098798190	OK	 
REQUEST	2		bootstrap.min.css	1588098798135	1588098798197	OK	 
REQUEST	4		bootstrap.min.css	1588098798143	1588098798199	OK	 
REQUEST	25		request_0 Redirect 1	1588098790215	1588098798205	OK	 
